solute,solvent,T_K,IDAC_exp,IDAC_MOSCED,ln_IDAC_exp
Acetaldehyde,Diethyl Phthalate,313.2,0.91,0.88,-0.09431067947124129
Acetaldehyde,Diethyl Phthalate,323.2,0.9,0.87,-0.10536051565782628
Acetaldehyde,Diethyl Phthalate,333.2,0.9,0.86,-0.10536051565782628
Acetaldehyde,Epsilon-Caprolactone,303.2,1.19,1.1,0.17395330712343798
Acetaldehyde,Epsilon-Caprolactone,318.2,1.17,1.09,0.1570037488096647
Acetaldehyde,Epsilon-Caprolactone,333.2,1.15,1.08,0.13976194237515863
Acetaldehyde,Glutaronitrile,303.2,1.14,1.23,0.131028262406404
Acetaldehyde,Glutaronitrile,313.2,1.14,1.21,0.131028262406404
Acetaldehyde,Glutaronitrile,323.2,1.15,1.2,0.13976194237515863
Acetaldehyde,Glutaronitrile,333.2,1.15,1.18,0.13976194237515863
Acetaldehyde,"N,N-Dibutylformamide",302.8,1.01,1.02,0.009950330853168092
Acetaldehyde,"N,N-Dibutylformamide",318.3,0.95,0.99,-0.05129329438755058
Acetaldehyde,"N,N-Dibutylformamide",332.4,0.92,0.97,-0.08338160893905101
Acetaldehyde,"N,N-Diethylacetamide",303.2,0.94,1.01,-0.06187540371808753
Acetaldehyde,"N,N-Diethylacetamide",313.2,0.95,1.0,-0.05129329438755058
Acetaldehyde,"N,N-Diethylacetamide",323.2,0.96,0.99,-0.040821994520255166
Acetaldehyde,"N,N-Diethylacetamide",333.2,0.97,0.98,-0.030459207484708574
Acetaldehyde,"N,N-Dimethylacetamide",303.2,0.94,1.04,-0.06187540371808753
Acetaldehyde,"N,N-Dimethylacetamide",317.6,0.91,1.04,-0.09431067947124129
Acetaldehyde,"N,N-Dimethylacetamide",333.4,0.88,1.03,-0.12783337150988489
Acetaldehyde,N-Ethylacetamide,303.2,2.13,1.97,0.7561219797213337
Acetaldehyde,N-Ethylacetamide,313.2,2.02,1.93,0.7030975114131134
Acetaldehyde,N-Ethylacetamide,323.2,1.98,1.89,0.6830968447064438
Acetaldehyde,N-Ethylacetamide,333.2,1.91,1.85,0.6471032420585384
Acetaldehyde,N-Methylacetamide,303.1,2.11,2.14,0.7466879474879751
Acetaldehyde,N-Methylacetamide,318.4,2.03,2.08,0.7080357930536959
Acetaldehyde,N-Methylacetamide,333.2,1.92,2.02,0.6523251860396901
Acetaldehyde,Sulfolane,303.1,1.44,1.38,0.36464311358790924
Acetaldehyde,Sulfolane,317.9,1.38,1.34,0.3220834991691132
Acetaldehyde,Sulfolane,333.6,1.33,1.3,0.28517894223366247
Acetaldehyde,Tetraethylene Glycol DME,303.2,0.69,0.77,-0.37106368139083207
Acetaldehyde,Tetraethylene Glycol DME,323.2,0.7,0.76,-0.35667494393873245
Acetaldehyde,Tetraethylene Glycol DME,343.2,0.71,0.75,-0.342490308946776
Acetic Acid,1-Octanol,298.2,0.37,0.65,-0.9942522733438669
Acetic Acid,1-Octanol,298.2,0.37,0.65,-0.9942522733438669
Acetic Acid,Ethyl Acetate,313.2,1.22,1.17,0.19885085874516517
Acetic Acid,Ethyl Acetate,333.2,1.4,1.14,0.3364722366212129
Acetic Acid,Ethyl Acetate,353.2,1.57,1.11,0.45107561936021673
Acetic Acid,Ethyl Acetate,373.2,1.75,1.09,0.5596157879354227
Acetic Acid,heptane,313.2,24.66,40.14,3.2051824977361982
Acetic Acid,heptane,333.2,18.86,22.69,2.937043277205311
Acetic Acid,heptane,353.2,18.11,14.3,2.896464271895322
Acetic Acid,heptane,373.2,17.5,9.79,2.8622008809294686
Acetone,"1,2-Dichloroethane",293.2,0.76,0.79,-0.2744368457017603
Acetone,"1,2-Dichloroethane",318.5,0.76,0.85,-0.2744368457017603
Acetone,"1,2-Dichloroethane",337.2,0.78,0.88,-0.2484613592984996
Acetone,"1,2-Dichloroethane",354.7,0.78,0.91,-0.2484613592984996
Acetone,"1,2-Dichloroethane",356.7,0.89,0.91,-0.11653381625595151
Acetone,"1,5-Dimethyl-2-Pyrrolidinone",298.2,1.05,1.19,0.04879016416943205
Acetone,"1,5-Dimethyl-2-Pyrrolidinone",308.2,1.1,1.18,0.09531017980432493
Acetone,"1,5-Dimethyl-2-Pyrrolidinone",318.2,1.15,1.17,0.13976194237515863
Acetone,1-Butanol,293.2,2.4,2.74,0.8754687373538999
Acetone,1-Butanol,308.2,2.14,2.55,0.7608058290337602
Acetone,1-Butanol,318.2,2.0,2.44,0.6931471805599453
Acetone,1-Butanol,328.2,1.83,2.34,0.6043159668533296
Acetone,1-Chlorobutane,293.2,1.7,2.01,0.5306282510621704
Acetone,1-Chlorobutane,309.5,1.62,1.89,0.4824261492442928
Acetone,1-Chlorobutane,326.7,1.53,1.79,0.4252677354043441
Acetone,1-Chlorobutane,343.2,1.42,1.7,0.35065687161316933
Acetone,1-Chlorobutane,350.8,1.4,1.67,0.3364722366212129
Acetone,1-Ethylpyrrolidin-2-One,298.2,1.22,1.25,0.19885085874516517
Acetone,1-Ethylpyrrolidin-2-One,308.2,1.21,1.23,0.1906203596086497
Acetone,1-Ethylpyrrolidin-2-One,318.2,1.2,1.22,0.1823215567939546
Acetone,1-Octanol,293.2,2.57,3.11,0.9439058989071284
Acetone,1-Octanol,298.2,2.51,3.0,0.9202827531436925
Acetone,1-Pentanol,303.5,2.34,2.74,0.85015092936961
Acetone,1-Pentanol,308.2,2.43,2.66,0.8878912573524571
Acetone,1-Pentanol,313.2,2.15,2.59,0.7654678421395714
Acetone,1-Pentanol,318.2,2.07,2.53,0.7275486072772777
Acetone,1-Pentanol,323.5,1.99,2.46,0.688134638736401
Acetone,1-Pentanol,328.2,2.1,2.41,0.7419373447293773
Acetone,1-Phenyl-1-Butanone,298.1,1.34,1.3,0.29266961396282004
Acetone,"2,2,4-Trimethylpentane",293.2,7.15,6.84,1.9671123567059163
Acetone,2-Pyrrolidone,303.2,2.3,2.02,0.8329091229351039
Acetone,2-Pyrrolidone,313.2,2.27,1.97,0.8197798314933114
Acetone,2-Pyrrolidone,323.2,2.23,1.92,0.8020015854720274
Acetone,2-Pyrrolidone,333.2,2.2,1.88,0.7884573603642703
Acetone,Acetonitrile,293.2,1.1,1.02,0.09531017980432493
Acetone,Acetonitrile,298.2,1.04,1.02,0.03922071315328133
Acetone,Aniline,277.4,0.62,0.89,-0.4780358009429998
Acetone,Aniline,293.2,0.8,0.89,-0.2231435513142097
Acetone,Aniline,313.2,0.7,0.9,-0.35667494393873245
Acetone,Aniline,350.8,0.94,0.92,-0.06187540371808753
Acetone,Aniline,386.7,1.1,0.94,0.09531017980432493
Acetone,Benzene,293.2,1.73,1.69,0.5481214085096876
Acetone,Benzene,293.2,1.71,1.69,0.5364933705145685
Acetone,Benzene,323.2,1.63,1.6,0.4885800148186709
Acetone,Benzene,332.2,1.63,1.57,0.4885800148186709
Acetone,Benzene,349.8,1.62,1.53,0.4824261492442928
Acetone,Benzene,350.7,1.6,1.53,0.47000362924573563
Acetone,Benzene,353.3,1.52,1.53,0.41871033485818504
Acetone,Benzene,353.3,1.58,1.53,0.4574248470388755
Acetone,Benzyl Acetate,298.2,1.12,1.03,0.11332868530700327
Acetone,Carbon Disulfide,298.3,8.34,11.05,2.1210632163706555
Acetone,Carbon Disulfide,308.4,7.52,9.91,2.017566137961748
Acetone,Carbon Disulfide,318.7,7.19,8.94,1.9726911717329554
Acetone,Carbon Tetrachloride,293.2,3.19,3.01,1.1600209167967532
Acetone,Carbon Tetrachloride,295.7,3.15,2.97,1.1474024528375417
Acetone,Carbon Tetrachloride,316.5,2.88,2.7,1.0577902941478545
Acetone,Carbon Tetrachloride,328.9,2.82,2.56,1.0367368849500223
Acetone,Carbon Tetrachloride,333.0,2.76,2.52,1.0152306797290584
Acetone,Carbon Tetrachloride,338.6,2.68,2.47,0.9858167945227654
Acetone,Carbon Tetrachloride,344.4,2.58,2.41,0.9477893989335261
Acetone,Carbon Tetrachloride,346.8,2.59,2.39,0.9516578757114463
Acetone,Carbon Tetrachloride,349.8,2.32,2.37,0.8415671856782185
Acetone,Carbon Tetrachloride,349.8,1.93,2.37,0.6575200029167941
Acetone,Chlorobenzene,313.2,1.56,1.74,0.44468582126144574
Acetone,Chlorobenzene,353.2,1.51,1.59,0.412109650826833
Acetone,Chlorobenzene,386.7,1.49,1.5,0.3987761199573678
Acetone,Chloroform,305.0,0.39,0.32,-0.941608539858445
Acetone,Chloroform,323.0,0.48,0.38,-0.7339691750802004
Acetone,Chloroform,323.2,0.37,0.38,-0.9942522733438669
Acetone,Chloroform,334.2,0.52,0.42,-0.6539264674066639
Acetone,Cyclohexane,323.2,5.77,7.09,1.7526720805200082
Acetone,Cyclohexanone,293.2,1.26,1.19,0.23111172096338664
Acetone,Dichloromethane,298.2,0.69,0.51,-0.37106368139083207
Acetone,Dichloromethane,303.2,0.48,0.53,-0.7339691750802004
Acetone,Dichloromethane,348.2,0.72,0.65,-0.3285040669720361
Acetone,Dichloromethane,398.2,0.77,0.75,-0.2613647641344075
Acetone,Diethyl Ether,298.1,2.27,2.25,0.8197798314933114
Acetone,Diethyl Ether,338.2,2.05,1.9,0.7178397931503168
Acetone,Diethyl Ether,388.3,1.87,1.64,0.6259384308664954
Acetone,Diethyl Phthalate,303.2,0.94,0.98,-0.06187540371808753
Acetone,Diethyl Phthalate,313.2,0.94,0.97,-0.06187540371808753
Acetone,Diethyl Phthalate,323.2,0.94,0.96,-0.06187540371808753
Acetone,Diethyl Phthalate,333.2,0.94,0.95,-0.06187540371808753
Acetone,Epsilon-Caprolactone,303.2,1.25,1.24,0.22314355131420976
Acetone,Epsilon-Caprolactone,318.2,1.24,1.22,0.2151113796169455
Acetone,Epsilon-Caprolactone,333.2,1.23,1.21,0.20701416938432612
Acetone,Ethanol,293.2,2.38,2.5,0.8671004876833833
Acetone,Ethanol,303.2,2.7,2.42,0.9932517730102834
Acetone,Ethanol,313.2,2.5,2.35,0.9162907318741551
Acetone,Ethanol,314.3,2.43,2.34,0.8878912573524571
Acetone,Ethanol,318.5,2.35,2.31,0.8544153281560676
Acetone,Ethanol,322.5,2.17,2.28,0.7747271675523681
Acetone,Ethanol,323.0,2.22,2.28,0.7975071958841882
Acetone,Ethanol,323.2,2.15,2.28,0.7654678421395714
Acetone,Ethanol,323.2,2.3,2.28,0.8329091229351039
Acetone,Ethanol,335.8,2.03,2.19,0.7080357930536959
Acetone,Ethanol,348.3,1.92,2.12,0.6523251860396901
Acetone,Ethanol,351.5,1.73,2.1,0.5481214085096876
Acetone,Ethyl Acetate,293.2,1.13,1.15,0.12221763272424911
Acetone,Glutaronitrile,303.2,1.25,1.22,0.22314355131420976
Acetone,Glutaronitrile,313.2,1.25,1.2,0.22314355131420976
Acetone,Glutaronitrile,323.2,1.26,1.19,0.23111172096338664
Acetone,Glutaronitrile,333.2,1.26,1.18,0.23111172096338664
Acetone,Methanol,298.2,2.16,2.07,0.7701082216960737
Acetone,Methanol,303.2,2.11,2.05,0.7466879474879751
Acetone,Methanol,308.2,2.04,2.02,0.712949807856125
Acetone,Methanol,313.2,2.0,2.0,0.6931471805599453
Acetone,Methanol,313.2,2.01,2.0,0.6981347220709843
Acetone,Methanol,323.2,1.94,1.96,0.6626879730752367
Acetone,Methanol,337.7,1.72,1.9,0.5423242908253617
Acetone,Methanol,337.8,1.98,1.9,0.6830968447064438
Acetone,Methanol,337.8,1.83,1.9,0.6043159668533296
Acetone,Methyl Ethyl Ketone,293.2,1.05,1.08,0.04879016416943205
Acetone,Methyl Isobutyl Ketone,328.2,1.23,1.28,0.20701416938432612
Acetone,Methyl Isobutyl Ketone,348.2,1.19,1.24,0.17395330712343798
Acetone,Methyl Isobutyl Ketone,388.2,1.11,1.19,0.10436001532424286
Acetone,"N,N-Dibutylformamide",302.8,1.1,1.22,0.09531017980432493
Acetone,"N,N-Dibutylformamide",318.3,1.05,1.18,0.04879016416943205
Acetone,"N,N-Dibutylformamide",332.4,1.03,1.16,0.02955880224154443
Acetone,"N,N-Diethylacetamide",303.2,1.03,1.12,0.02955880224154443
Acetone,"N,N-Diethylacetamide",313.2,1.03,1.11,0.02955880224154443
Acetone,"N,N-Diethylacetamide",323.2,1.04,1.11,0.03922071315328133
Acetone,"N,N-Diethylacetamide",333.2,1.04,1.1,0.03922071315328133
Acetone,"N,N-Dimethylacetamide",303.6,1.1,1.15,0.09531017980432493
Acetone,"N,N-Dimethylacetamide",317.6,1.03,1.14,0.02955880224154443
Acetone,"N,N-Dimethylacetamide",333.4,0.97,1.13,-0.030459207484708574
Acetone,N-Decane,313.2,3.83,5.61,1.3428648031925547
Acetone,N-Decane,333.2,3.69,4.57,1.3056264580524357
Acetone,N-Ethylacetamide,303.2,2.07,2.18,0.7275486072772777
Acetone,N-Ethylacetamide,313.2,1.98,2.13,0.6830968447064438
Acetone,N-Ethylacetamide,323.2,1.93,2.08,0.6575200029167941
Acetone,N-Ethylacetamide,333.2,1.87,2.04,0.6259384308664954
Acetone,N-Formylmorpholine,303.5,1.57,1.51,0.45107561936021673
Acetone,N-Formylmorpholine,323.2,1.52,1.46,0.41871033485818504
Acetone,N-Formylmorpholine,342.8,1.48,1.41,0.3920420877760237
Acetone,heptane,273.2,8.96,10.16,2.192770226986839
Acetone,heptane,323.2,5.05,5.38,1.6193882432872684
Acetone,heptane,323.2,5.1,5.38,1.62924053973028
Acetone,heptane,333.2,4.59,4.89,1.5238800240724537
Acetone,heptane,343.2,4.27,4.47,1.451613827240533
Acetone,N-Hexadecane,298.2,5.48,5.9,1.7011051009599243
Acetone,N-Hexadecane,333.2,3.69,3.96,1.3056264580524357
Acetone,N-Hexane,253.2,12.57,14.59,2.531313022602156
Acetone,N-Hexane,268.2,10.95,11.12,2.3933394562625097
Acetone,N-Hexane,293.2,7.52,7.68,2.017566137961748
Acetone,N-Hexane,301.5,6.21,6.92,1.8261608959453874
Acetone,N-Hexane,301.9,6.12,6.89,1.8115620965242347
Acetone,N-Hexane,303.4,6.17,6.77,1.8196988379172965
Acetone,N-Hexane,313.2,5.78,6.05,1.7544036826842861
Acetone,N-Hexane,318.2,5.28,5.74,1.6639260977181702
Acetone,N-Hexane,323.2,5.04,5.46,1.6174060820832772
Acetone,N-Hexane,333.2,4.55,4.96,1.5151272329628591
Acetone,N-Hexane,342.0,3.91,4.59,1.3635373739972745
Acetone,Nitrobenzene,293.2,1.24,0.97,0.2151113796169455
Acetone,Nitromethane,298.2,1.1,0.83,0.09531017980432493
Acetone,Nitromethane,348.2,1.06,0.87,0.058268908123975824
Acetone,N-Methyl-2-Pyrrolidone,323.4,1.32,1.52,0.27763173659827955
Acetone,N-Methyl-2-Pyrrolidone,333.2,1.29,1.5,0.25464221837358075
Acetone,N-Methyl-2-Pyrrolidone,343.4,1.29,1.48,0.25464221837358075
Acetone,N-Methylacetamide,303.4,2.1,2.27,0.7419373447293773
Acetone,N-Methylacetamide,318.4,2.02,2.2,0.7030975114131134
Acetone,N-Methylacetamide,333.2,1.92,2.14,0.6523251860396901
Acetone,N-Methylformamide,303.2,2.14,2.09,0.7608058290337602
Acetone,N-Methylformamide,313.2,2.11,2.05,0.7466879474879751
Acetone,N-Methylformamide,323.2,2.08,2.01,0.7323678937132266
Acetone,N-Methylformamide,333.2,2.05,1.97,0.7178397931503168
Acetone,N-Octane,293.2,7.3,7.46,1.9878743481543455
Acetone,N-Octane,313.2,5.92,5.86,1.7783364488959144
Acetone,N-Octane,333.2,5.79,4.78,1.7561322915849038
Acetone,N-Pentane,238.2,19.07,20.02,2.9481164196123277
Acetone,N-Pentane,258.2,16.12,13.25,2.7800607370784824
Acetone,N-Pentane,298.2,7.99,7.24,2.0781907597781832
Acetone,N-Pentane,303.2,7.07,6.82,1.9558604799084813
Acetone,P-Xylene,293.2,2.13,2.14,0.7561219797213337
Acetone,Pyridine,303.2,1.25,1.46,0.22314355131420976
Acetone,Quinoline,298.2,1.5,1.43,0.4054651081081644
Acetone,Sulfolane,303.8,1.62,1.56,0.4824261492442928
Acetone,Sulfolane,317.9,1.54,1.51,0.43178241642553783
Acetone,Sulfolane,334.2,1.47,1.47,0.3852624007906449
Acetone,Tetraethylene Glycol DME,323.2,0.85,0.9,-0.16251892949777494
Acetone,Tetraethylene Glycol DME,343.2,0.83,0.89,-0.18632957819149348
Acetone,Toluene,293.2,1.95,1.95,0.6678293725756554
Acetone,Toluene,293.2,1.97,1.95,0.6780335427498971
Acetone,Toluene,293.2,2.19,1.95,0.7839015438284094
Acetone,Toluene,293.2,1.98,1.95,0.6830968447064438
Acetone,Toluene,303.2,1.93,1.89,0.6575200029167941
Acetone,Toluene,303.2,1.96,1.89,0.6729444732424258
Acetone,Toluene,313.2,2.08,1.84,0.7323678937132266
Acetone,Toluene,313.2,1.75,1.84,0.5596157879354227
Acetone,Tributyl Phosphate,298.2,0.98,0.82,-0.020202707317519466
Acetone,Tributyl Phosphate,298.6,0.87,0.82,-0.13926206733350766
Acetone,Tributyl Phosphate,302.9,0.89,0.82,-0.11653381625595151
Acetone,Tributyl Phosphate,308.6,0.9,0.81,-0.10536051565782628
Acetone,Tributyl Phosphate,313.1,0.92,0.8,-0.08338160893905101
Acetone,Tributyl Phosphate,318.2,0.81,0.79,-0.21072103131565253
Acetone,Tributyl Phosphate,323.7,0.87,0.78,-0.13926206733350766
Acetone,Tributyl Phosphate,333.2,0.83,0.77,-0.18632957819149348
Acetonitrile,"1,2-Dichloroethane",318.5,1.47,1.69,0.3852624007906449
Acetonitrile,"1,2-Dichloroethane",333.2,1.46,1.63,0.37843643572024505
Acetonitrile,"1,2-Dichloroethane",343.9,1.45,1.58,0.371563556432483
Acetonitrile,"1,2-Dichloroethane",355.9,1.43,1.54,0.3576744442718159
Acetonitrile,"1,4-Dioxane",313.2,1.92,1.47,0.6523251860396901
Acetonitrile,1-Butanol,293.2,5.67,5.19,1.7351891177396608
Acetonitrile,1-Butanol,333.2,5.66,3.87,1.7334238922150915
Acetonitrile,1-Chlorobutane,323.2,4.71,4.5,1.5496879080283263
Acetonitrile,1-Chlorobutane,348.2,3.98,3.63,1.3812818192963463
Acetonitrile,1-Octanol,293.2,7.48,6.75,2.012232791986386
Acetonitrile,1-Octanol,298.2,6.5,6.36,1.8718021769015913
Acetonitrile,"2,2,4-Trimethylpentane",293.2,54.57,29.33,3.9994842811981406
Acetonitrile,"2,2,4-Trimethylpentane",293.2,31.5,29.33,3.449987545831587
Acetonitrile,"2,2,4-Trimethylpentane",313.2,33.28,18.86,3.5049566159530077
Acetonitrile,2-Butanol,333.2,3.26,4.19,1.1817271953786161
Acetonitrile,2-Methyl-1-Propanol,333.2,3.63,3.8,1.2892326482767593
Acetonitrile,2-Methyl-2-Propanol,333.2,2.89,3.2,1.0612565021243408
Acetonitrile,Acetophenone,293.2,1.65,1.49,0.5007752879124892
Acetonitrile,Aniline,293.2,0.98,1.1,-0.020202707317519466
Acetonitrile,Aniline,343.2,1.03,1.07,0.02955880224154443
Acetonitrile,Aniline,393.2,1.1,1.05,0.09531017980432493
Acetonitrile,Anisole,293.2,2.26,2.27,0.8153648132841944
Acetonitrile,Benzene,293.2,3.36,4.22,1.2119409739751128
Acetonitrile,Benzene,293.2,3.47,4.22,1.244154593958768
Acetonitrile,Benzene,298.2,3.08,4.03,1.1249295969854831
Acetonitrile,Benzene,318.2,3.08,3.43,1.1249295969854831
Acetonitrile,Benzene,348.0,2.85,2.82,1.0473189942805592
Acetonitrile,Benzene,397.9,2.64,2.23,0.9707789171582248
Acetonitrile,Benzyl Acetate,298.2,1.51,1.51,0.412109650826833
Acetonitrile,Carbon Tetrachloride,293.2,13.4,12.77,2.5952547069568657
Acetonitrile,Carbon Tetrachloride,314.9,10.7,9.22,2.3702437414678603
Acetonitrile,Carbon Tetrachloride,316.5,10.1,9.02,2.312535423847214
Acetonitrile,Carbon Tetrachloride,330.0,9.1,7.61,2.2082744135228043
Acetonitrile,Carbon Tetrachloride,340.2,8.7,6.78,2.163323025660538
Acetonitrile,Carbon Tetrachloride,346.0,8.1,6.38,2.0918640616783932
Acetonitrile,Chlorobenzene,293.2,3.52,4.1,1.2584609896100056
Acetonitrile,Chlorobenzene,328.2,3.23,3.08,1.172482137234565
Acetonitrile,Chlorobenzene,343.2,3.04,2.79,1.1118575154181303
Acetonitrile,Chlorobenzene,393.2,2.69,2.18,0.9895411936137477
Acetonitrile,Chloroform,298.7,1.33,1.6,0.28517894223366247
Acetonitrile,Chloroform,318.3,1.27,1.55,0.23901690047049992
Acetonitrile,Chloroform,319.8,1.32,1.55,0.27763173659827955
Acetonitrile,Chloroform,328.3,1.29,1.53,0.25464221837358075
Acetonitrile,Chloroform,331.9,1.35,1.52,0.30010459245033816
Acetonitrile,Cyclohexanone,293.2,1.43,1.34,0.3576744442718159
Acetonitrile,Dichloromethane,298.2,1.14,1.51,0.131028262406404
Acetonitrile,Dichloromethane,348.2,1.27,1.4,0.23901690047049992
Acetonitrile,Dichloromethane,398.1,1.36,1.32,0.3074846997479607
Acetonitrile,Diethyl Ether,298.1,3.97,5.01,1.3787660946990992
Acetonitrile,Diethyl Ether,338.2,3.32,3.52,1.199964782928397
Acetonitrile,Diethyl Ether,388.2,2.67,2.59,0.9820784724121582
Acetonitrile,Ethanol,293.2,4.69,4.2,1.545432582458188
Acetonitrile,Ethanol,323.2,3.7,3.6,1.308332819650179
Acetonitrile,Ethanol,343.2,3.06,3.29,1.1184149159642893
Acetonitrile,Ethanol,393.2,2.09,2.7,0.7371640659767196
Acetonitrile,Ethyl Acetate,311.7,1.73,1.66,0.5481214085096876
Acetonitrile,Ethyl Acetate,313.2,1.52,1.65,0.41871033485818504
Acetonitrile,Ethyl Acetate,330.5,1.58,1.57,0.4574248470388755
Acetonitrile,Ethyl Acetate,347.8,1.51,1.5,0.412109650826833
Acetonitrile,Ethyl Acetate,353.2,1.5,1.48,0.4054651081081644
Acetonitrile,Ethyl Acetate,393.2,1.48,1.36,0.3920420877760237
Acetonitrile,Methanol,326.0,2.66,2.97,0.9783261227936078
Acetonitrile,Methanol,333.5,2.6,2.9,0.9555114450274363
Acetonitrile,Methyl Ethyl Ketone,314.7,1.25,1.26,0.22314355131420976
Acetonitrile,Methyl Ethyl Ketone,333.3,1.25,1.23,0.22314355131420976
Acetonitrile,Methyl Ethyl Ketone,333.7,1.18,1.23,0.16551443847757333
Acetonitrile,"N,N-Dibutylformamide",302.8,1.17,1.34,0.1570037488096647
Acetonitrile,"N,N-Dibutylformamide",318.3,1.13,1.29,0.12221763272424911
Acetonitrile,"N,N-Dibutylformamide",332.4,1.12,1.25,0.11332868530700327
Acetonitrile,"N,N-Dimethylacetamide",303.2,0.69,0.66,-0.37106368139083207
Acetonitrile,"N,N-Dimethylacetamide",317.6,0.69,0.69,-0.37106368139083207
Acetonitrile,"N,N-Dimethylacetamide",333.4,0.69,0.72,-0.37106368139083207
Acetonitrile,heptane,293.2,30.0,31.55,3.4011973816621555
Acetonitrile,N-Hexadecane,298.2,24.3,24.42,3.190476350346503
Acetonitrile,N-Hexane,295.0,27.6,30.55,3.3178157727231046
Acetonitrile,N-Hexane,322.9,16.8,17.1,2.8213788864092133
Acetonitrile,N-Hexane,330.9,12.4,14.86,2.517696472610991
Acetonitrile,N-Hexane,332.3,13.7,14.51,2.617395832834079
Acetonitrile,Nitrobenzene,293.2,1.73,1.48,0.5481214085096876
Acetonitrile,Nitromethane,298.2,1.07,0.98,0.06765864847381486
Acetonitrile,Nitromethane,348.2,1.01,0.99,0.009950330853168092
Acetonitrile,Nitromethane,398.2,1.04,0.99,0.03922071315328133
Acetonitrile,N-Methylacetamide,303.1,2.14,1.87,0.7608058290337602
Acetonitrile,N-Methylacetamide,318.4,2.02,1.81,0.7030975114131134
Acetonitrile,N-Methylacetamide,333.2,1.93,1.75,0.6575200029167941
Acetonitrile,N-Octane,293.2,31.3,31.09,3.4436180975461075
Acetonitrile,N-Octane,313.2,26.1,19.93,3.261935314328648
Acetonitrile,N-Octane,333.2,18.3,13.78,2.9069010598473755
Acetonitrile,P-Xylene,293.2,5.05,6.12,1.6193882432872684
Acetonitrile,Quinoline,298.2,2.14,1.56,0.7608058290337602
Acetonitrile,Sulfolane,303.8,1.06,1.02,0.058268908123975824
Acetonitrile,Sulfolane,317.9,1.07,1.02,0.06765864847381486
Acetonitrile,Sulfolane,334.2,1.08,1.01,0.0769610411361284
Acetonitrile,Tetraethylene Glycol DME,303.2,0.56,0.91,-0.579818495252942
Acetonitrile,Tetraethylene Glycol DME,323.2,0.63,0.9,-0.4620354595965587
Acetonitrile,Tetraethylene Glycol DME,343.2,0.67,0.88,-0.40047756659712525
Acetonitrile,Toluene,293.2,3.76,5.2,1.324418957401803
Acetonitrile,Toluene,293.2,4.0,5.2,1.3862943611198906
Acetonitrile,Toluene,343.2,3.46,3.33,1.2412685890696329
Acetonitrile,Toluene,393.2,2.96,2.49,1.085189268335969
Acetonitrile,Tributyl Phosphate,298.6,0.93,1.03,-0.07257069283483537
Acetonitrile,Tributyl Phosphate,302.9,0.97,1.02,-0.030459207484708574
Acetonitrile,Tributyl Phosphate,308.6,0.91,1.0,-0.09431067947124129
Acetonitrile,Tributyl Phosphate,313.1,0.91,0.99,-0.09431067947124129
Acetonitrile,Tributyl Phosphate,323.7,0.89,0.96,-0.11653381625595151
Acetonitrile,Tributyl Phosphate,330.0,0.84,0.94,-0.1743533871447778
Acetonitrile,Triethylamine,348.7,5.5,5.25,1.7047480922384253
Acetophenone,Benzyl Alcohol,413.2,1.1,0.98,0.09531017980432493
Acetophenone,Benzyl Alcohol,473.2,1.02,0.98,0.01980262729617973
Alpha-Pinene,1-Butanol,353.2,6.42,5.78,1.8594181177018698
Alpha-Pinene,1-Butanol,373.2,5.08,5.17,1.6253112615903906
Alpha-Pinene,1-Octene,353.2,1.22,1.23,0.19885085874516517
Alpha-Pinene,1-Octene,373.2,1.14,1.21,0.131028262406404
Alpha-Pinene,Anisole,353.2,2.19,2.38,0.7839015438284094
Alpha-Pinene,Anisole,373.2,1.98,2.19,0.6830968447064438
Alpha-Pinene,Benzene,338.2,1.76,1.42,0.5653138090500605
Alpha-Pinene,Benzene,353.2,1.4,1.37,0.3364722366212129
Alpha-Pinene,Cyclohexane,338.2,1.17,0.95,0.1570037488096647
Alpha-Pinene,Cyclohexane,353.2,1.08,0.95,0.0769610411361284
Alpha-Pinene,Ethylbenzene,353.2,1.19,1.29,0.17395330712343798
Alpha-Pinene,Ethylbenzene,373.2,1.17,1.25,0.1570037488096647
Alpha-Pinene,heptane,338.2,1.4,1.29,0.3364722366212129
Alpha-Pinene,heptane,353.2,1.32,1.27,0.27763173659827955
Alpha-Pinene,Toluene,353.2,1.21,1.31,0.1906203596086497
Alpha-Pinene,Toluene,373.2,1.2,1.27,0.1823215567939546
Aniline,Acetone,277.4,0.59,0.59,-0.527632742082372
Aniline,Acetone,313.2,0.66,0.7,-0.4155154439616658
Aniline,Acetone,350.8,0.93,0.79,-0.07257069283483537
Aniline,Acetone,386.7,1.23,0.85,0.20701416938432612
Aniline,Acetonitrile,293.2,1.7,1.17,0.5306282510621704
Aniline,Acetonitrile,343.2,1.57,1.12,0.45107561936021673
Aniline,Acetonitrile,393.2,1.58,1.09,0.4574248470388755
Aniline,Chlorobenzene,293.2,3.04,4.33,1.1118575154181303
Aniline,Chlorobenzene,343.2,2.22,2.83,0.7975071958841882
Aniline,Chlorobenzene,393.2,1.83,2.17,0.6043159668533296
Aniline,Ethanol,313.2,3.09,4.29,1.128171090909654
Aniline,Ethanol,350.8,2.83,3.57,1.0402767116551463
Aniline,Ethanol,386.7,2.44,3.06,0.8919980393051105
Aniline,M-Cresol,407.9,0.61,0.75,-0.4942963218147801
Aniline,M-Cresol,407.9,0.66,0.75,-0.4155154439616658
