solute,solvent,T_K,IDAC_exp,IDAC_MOSCED,ln_IDAC_exp
1-Hexene,1-Octanol,303.5,2.43,2.46,0.8878912573524571
1-Hexene,1-Octanol,313.6,2.29,2.37,0.8285518175661483
1-Hexene,1-Octanol,323.4,2.23,2.29,0.8020015854720274
1-Hexene,1-Pentanol,303.5,3.49,3.67,1.2499017362143359
1-Hexene,1-Pentanol,308.2,3.43,3.63,1.2325602611778486
1-Hexene,1-Pentanol,313.2,3.6,3.58,1.2809338454620642
1-Hexene,1-Pentanol,318.2,3.23,3.52,1.172482137234565
1-Hexene,1-Pentanol,323.5,3.45,3.47,1.2383742310432684
1-Hexene,1-Pentanol,328.2,3.48,3.41,1.247032293786383
1-Hexene,1-Phenyl-1-Butanone,298.1,2.56,2.82,0.9400072584914712
1-Hexene,2-Pyrrolidone,303.2,20.25,24.14,3.0081547935525483
1-Hexene,2-Pyrrolidone,313.2,19.37,20.73,2.9637254774189046
1-Hexene,2-Pyrrolidone,323.2,18.47,17.96,2.9161477942111484
1-Hexene,2-Pyrrolidone,333.2,17.73,15.7,2.8752581200861167
1-Hexene,Acetonitrile,298.2,12.7,15.38,2.5416019934645457
1-Hexene,Aniline,293.2,12.5,12.63,2.5257286443082556
1-Hexene,Butanal,308.2,2.02,2.43,0.7030975114131134
1-Hexene,Butanal,328.2,1.98,2.23,0.6830968447064438
1-Hexene,Butanal,347.2,1.91,2.08,0.6471032420585384
1-Hexene,Diethyl Phthalate,303.2,3.07,3.41,1.1216775615991057
1-Hexene,Diethyl Phthalate,313.2,2.94,3.19,1.0784095813505903
1-Hexene,Diethyl Phthalate,323.2,2.87,3.0,1.0543120297715298
1-Hexene,Diethyl Phthalate,333.2,2.78,2.84,1.0224509277025455
1-Hexene,Dimethyl Sulfoxide,283.2,42.0,40.06,3.7376696182833684
1-Hexene,Epsilon-Caprolactone,303.2,7.24,7.87,1.979621206397625
1-Hexene,Epsilon-Caprolactone,318.2,6.85,6.73,1.9242486522741338
1-Hexene,Epsilon-Caprolactone,333.2,6.45,5.86,1.864080130807681
1-Hexene,Ethyl Benzoate,313.2,2.08,2.21,0.7323678937132266
1-Hexene,Ethyl Benzoate,323.2,2.05,2.13,0.7178397931503168
1-Hexene,Ethyl Benzoate,333.2,2.02,2.05,0.7030975114131134
1-Hexene,Ethyl Benzoate,343.2,1.99,1.99,0.688134638736401
1-Hexene,Glutaronitrile,303.2,28.4,31.19,3.3463891451671604
1-Hexene,Glutaronitrile,313.2,26.1,25.87,3.261935314328648
1-Hexene,Glutaronitrile,323.2,24.4,21.77,3.1945831322991562
1-Hexene,Glutaronitrile,333.2,22.7,18.57,3.122364924487357
1-Hexene,"N,N-Diethylacetamide",303.2,3.2,3.6,1.1631508098056809
1-Hexene,"N,N-Diethylacetamide",313.2,3.08,3.38,1.1249295969854831
1-Hexene,"N,N-Diethylacetamide",323.2,2.97,3.18,1.0885619528146082
1-Hexene,"N,N-Diethylacetamide",333.2,2.88,3.02,1.0577902941478545
1-Hexene,"N,N-Dimethylformamide",283.2,11.3,11.88,2.424802725718295
1-Hexene,"N,N-Dimethylformamide",293.2,9.6,10.35,2.2617630984737906
1-Hexene,"N,N-Dimethylformamide",313.2,7.7,8.1,2.0412203288596382
1-Hexene,"N,N-Dimethylformamide",333.2,6.7,6.57,1.9021075263969205
1-Hexene,N-Ethylacetamide,303.2,6.25,7.34,1.8325814637483102
1-Hexene,N-Ethylacetamide,313.2,6.17,6.96,1.8196988379172965
1-Hexene,N-Ethylacetamide,323.2,6.1,6.59,1.8082887711792655
1-Hexene,N-Ethylacetamide,333.2,6.03,6.23,1.7967470107390942
1-Hexene,N-Formylmorpholine,303.5,17.5,18.43,2.8622008809294686
1-Hexene,N-Formylmorpholine,323.2,14.5,14.02,2.6741486494265287
1-Hexene,N-Formylmorpholine,342.8,11.9,11.06,2.4765384001174837
1-Hexene,N-Methyl-2-Pyrrolidone,323.4,7.44,6.31,2.0068708488450007
1-Hexene,N-Methyl-2-Pyrrolidone,333.2,6.86,5.82,1.925707441737794
1-Hexene,N-Methyl-2-Pyrrolidone,343.4,6.47,5.38,1.8671761085128091
1-Hexene,N-Methylformamide,303.2,22.09,25.15,3.095125017432026
1-Hexene,N-Methylformamide,313.2,21.11,22.66,3.0497468618602293
1-Hexene,N-Methylformamide,323.2,20.17,20.38,3.0041963519661206
1-Hexene,N-Methylformamide,333.2,19.44,18.32,2.967332799032293
1-Hexene,Phenol,328.2,9.24,9.15,2.2235418856535927
1-Hexene,Phenol,343.2,8.3,8.38,2.1162555148025524
1-Hexene,Phenol,358.2,7.86,7.64,2.061786606441115
1-Hexene,Phenol,373.2,7.71,6.96,2.0425181875752383
1-Hexene,Quinoline,293.2,5.56,5.43,1.715598108262491
1-Hexene,Sulfolane,303.2,29.5,24.09,3.3843902633457743
1-Hexene,Sulfolane,313.2,26.6,20.17,3.2809112157876537
1-Hexene,Toluene,293.2,1.46,1.56,0.37843643572024505
1-Hexene,Toluene,293.2,1.44,1.56,0.36464311358790924
1-Hexene,Toluene,293.2,1.36,1.56,0.3074846997479607
1-Hexene,Toluene,303.2,1.43,1.52,0.3576744442718159
1-Hexene,Toluene,303.2,1.33,1.52,0.28517894223366247
1-Hexene,Toluene,313.2,1.55,1.49,0.4382549309311553
1-Hexene,Toluene,313.2,1.3,1.49,0.26236426446749106
1-Hexene,Tributyl Phosphate,298.6,1.39,1.48,0.3293037471426003
1-Hexene,Tributyl Phosphate,302.9,1.38,1.46,0.3220834991691132
1-Hexene,Tributyl Phosphate,308.6,1.35,1.43,0.30010459245033816
1-Hexene,Tributyl Phosphate,313.1,1.35,1.41,0.30010459245033816
1-Hexene,Tributyl Phosphate,323.7,1.28,1.36,0.2468600779315258
1-Hexene,Tributyl Phosphate,330.0,1.25,1.33,0.22314355131420976
1-Nitropropane,1-Octanol,298.2,6.43,6.44,1.860974538249528
1-Nitropropane,Chlorobenzene,353.6,1.7,1.59,0.5306282510621704
1-Nitropropane,N-Hexadecane,298.2,10.31,11.21,2.333114298028869
1-Nitropropane,N-Hexane,301.0,14.1,13.71,2.6461747973841225
1-Nitropropane,N-Hexane,315.3,11.5,11.05,2.4423470353692043
1-Nitropropane,N-Hexane,332.0,9.6,8.88,2.2617630984737906
1-Nitropropane,N-Hexane,340.3,8.5,8.05,2.1400661634962708
1-Nitropropane,Toluene,362.7,1.73,1.81,0.5481214085096876
1-Octanol,Butyronitrile,288.2,5.42,5.72,1.6900958154515549
1-Octanol,Butyronitrile,293.2,5.26,5.42,1.6601310267496185
1-Octanol,Butyronitrile,298.2,5.34,5.16,1.6752256529721035
1-Octanol,Butyronitrile,303.2,4.45,4.92,1.4929040961781488
1-Octanol,Butyronitrile,308.2,4.23,4.7,1.4422019930581866
1-Octanol,Butyronitrile,313.2,3.93,4.5,1.3686394258811698
1-Octanol,Butyronitrile,323.2,3.64,4.14,1.2919836816486494
1-Octanol,Di-N-Propyl Ether,293.2,3.96,4.18,1.3762440252663892
1-Octanol,Di-N-Propyl Ether,298.2,3.69,3.96,1.3056264580524357
1-Octanol,Di-N-Propyl Ether,303.2,3.72,3.77,1.3137236682850553
1-Octanol,Di-N-Propyl Ether,308.2,3.5,3.59,1.252762968495368
1-Octanol,Di-N-Propyl Ether,313.2,3.3,3.43,1.1939224684724346
1-Octanol,Di-N-Propyl Ether,323.2,3.05,3.16,1.1151415906193203
1-Octanol,Methyl Ethyl Ketone,293.2,2.85,2.65,1.0473189942805592
1-Octanol,Methyl Ethyl Ketone,298.2,2.69,2.58,0.9895411936137477
1-Octanol,Methyl Ethyl Ketone,303.2,2.38,2.51,0.8671004876833833
1-Octanol,Methyl Ethyl Ketone,308.2,2.44,2.45,0.8919980393051105
1-Octanol,Methyl Ethyl Ketone,313.2,2.35,2.39,0.8544153281560676
1-Octanol,Methyl Ethyl Ketone,323.2,2.23,2.28,0.8020015854720274
1-Octene,"1,5-Dimethyl-2-Pyrrolidinone",298.2,6.04,7.26,1.7984040119467235
1-Octene,"1,5-Dimethyl-2-Pyrrolidinone",308.2,6.0,6.57,1.791759469228055
1-Octene,"1,5-Dimethyl-2-Pyrrolidinone",318.2,5.95,6.0,1.7833912195575383
1-Octene,1-Ethylpyrrolidin-2-One,298.2,6.1,7.16,1.8082887711792655
1-Octene,1-Ethylpyrrolidin-2-One,308.2,5.8,6.5,1.7578579175523736
1-Octene,1-Ethylpyrrolidin-2-One,318.2,5.58,5.94,1.7191887763932197
1-Octene,1-Octanol,298.2,3.0,3.12,1.0986122886681098
1-Octene,1-Phenyl-1-Butanone,298.1,3.21,3.41,1.1662709371419244
1-Octene,2-Pyrrolidone,303.2,36.57,45.96,3.59922823216129
1-Octene,2-Pyrrolidone,313.2,33.99,38.0,3.5260663637080247
1-Octene,2-Pyrrolidone,323.2,31.94,31.77,3.4638591427868666
1-Octene,2-Pyrrolidone,333.2,30.13,26.86,3.40552135314221
1-Octene,Alpha-Pinene,353.2,1.15,1.23,0.13976194237515863
1-Octene,Alpha-Pinene,373.2,1.1,1.21,0.09531017980432493
1-Octene,Diethyl Phthalate,303.2,4.27,4.72,1.451613827240533
1-Octene,Diethyl Phthalate,313.2,4.03,4.35,1.3937663759585917
1-Octene,Diethyl Phthalate,323.2,3.89,4.04,1.358409157630355
1-Octene,Diethyl Phthalate,333.2,3.72,3.77,1.3137236682850553
1-Octene,Dimethyl Sulfoxide,283.2,89.5,90.11,4.4942386252808095
1-Octene,Epsilon-Caprolactone,303.2,11.1,12.05,2.4069451083182885
1-Octene,Epsilon-Caprolactone,318.2,10.2,9.92,2.322387720290225
1-Octene,Epsilon-Caprolactone,333.2,9.32,8.36,2.2321626286975
1-Octene,Ethyl Benzoate,313.2,2.32,2.54,0.8415671856782185
1-Octene,Ethyl Benzoate,323.2,2.26,2.43,0.8153648132841944
1-Octene,Ethyl Benzoate,333.2,2.22,2.33,0.7975071958841882
1-Octene,Ethyl Benzoate,343.2,2.18,2.24,0.7793248768009977
1-Octene,Glutaronitrile,303.2,65.8,69.26,4.186619838331271
1-Octene,Glutaronitrile,313.2,59.0,54.75,4.07753744390572
1-Octene,Glutaronitrile,323.2,53.8,44.08,3.9852734671677386
1-Octene,Glutaronitrile,333.2,48.9,36.09,3.8897773964808264
1-Octene,"N,N-Diethylacetamide",303.2,4.22,4.63,1.4398351280479205
1-Octene,"N,N-Diethylacetamide",313.2,4.04,4.29,1.3962446919730587
1-Octene,"N,N-Diethylacetamide",323.2,3.86,3.99,1.3506671834767394
1-Octene,"N,N-Diethylacetamide",333.2,3.68,3.73,1.3029127521808397
1-Octene,"N,N-Dimethylformamide",283.2,19.6,18.83,2.975529566236472
1-Octene,"N,N-Dimethylformamide",293.2,15.5,15.85,2.740840023925201
1-Octene,"N,N-Dimethylformamide",313.2,12.6,11.69,2.533696813957432
1-Octene,"N,N-Dimethylformamide",333.2,10.2,9.02,2.322387720290225
1-Octene,N-Ethylacetamide,303.2,9.06,10.36,2.203869120054888
1-Octene,N-Ethylacetamide,313.2,9.0,9.71,2.1972245773362196
1-Octene,N-Ethylacetamide,323.2,8.97,9.09,2.1938856760707046
1-Octene,N-Ethylacetamide,333.2,8.89,8.48,2.1849270495258133
1-Octene,N-Formylmorpholine,303.5,31.5,35.0,3.449987545831587
1-Octene,N-Formylmorpholine,323.2,24.6,24.87,3.202746442938317
1-Octene,N-Formylmorpholine,342.8,19.0,18.5,2.9444389791664403
1-Octene,N-Methyl-2-Pyrrolidone,323.4,10.7,8.75,2.3702437414678603
1-Octene,N-Methyl-2-Pyrrolidone,333.2,9.87,7.91,2.28949985344539
1-Octene,N-Methyl-2-Pyrrolidone,343.4,9.1,7.19,2.2082744135228043
1-Octene,N-Methylformamide,303.2,40.3,44.89,3.696351468952637
1-Octene,N-Methylformamide,313.2,38.18,39.43,3.6423118182976015
1-Octene,N-Methylformamide,323.2,36.22,34.56,3.589611452455267
1-Octene,N-Methylformamide,333.2,34.39,30.28,3.537765824444175
1-Octene,Phenol,328.2,12.23,12.43,2.503891949699081
1-Octene,Phenol,343.2,10.65,11.2,2.365559892155434
1-Octene,Phenol,358.2,9.77,10.04,2.2793164660546914
1-Octene,Phenol,373.2,9.33,8.99,2.2332350148592526
1-Octene,Sulfolane,303.2,59.9,48.89,4.092676505121403
1-Octene,Sulfolane,313.2,53.6,39.13,3.9815490680767565
1-Octene,Tributyl Phosphate,298.6,1.99,1.94,0.688134638736401
1-Octene,Tributyl Phosphate,302.9,1.72,1.9,0.5423242908253617
1-Octene,Tributyl Phosphate,308.6,1.68,1.86,0.5187937934151675
1-Octene,Tributyl Phosphate,313.1,1.68,1.82,0.5187937934151675
1-Octene,Tributyl Phosphate,330.0,1.52,1.71,0.41871033485818504
1-Pentanol,1-Octanol,298.2,1.09,0.98,0.08617769624105241
1-Pentanol,Cyclohexane,312.9,22.11,21.57,3.096029994869355
1-Pentanol,Cyclohexane,322.9,16.73,17.06,2.8172035149987327
1-Pentanol,Cyclohexane,333.0,12.77,13.79,2.547098670044448
1-Pentanol,Cyclohexane,343.0,10.48,11.42,2.349468678892896
1-Pentanol,Cyclohexane,352.9,8.12,9.65,2.0943301541735866
1-Pentanol,N-Hexadecane,298.2,27.1,23.98,3.299533727885655
1-Pentanol,N-Nonane,353.2,9.32,8.25,2.2321626286975
1-Pentanol,N-Nonane,373.2,5.61,6.17,1.724550719534605
1-Pentanol,Toluene,353.2,4.17,4.92,1.4279160358107101
1-Pentanol,Toluene,363.2,3.63,4.43,1.2892326482767593
1-Pentanol,Toluene,373.2,3.2,4.03,1.1631508098056809
1-Pentanol,Toluene,383.2,2.9,3.69,1.0647107369924282
1-Pentene,"1,2-Dichloroethane",293.2,2.92,3.03,1.0715836162801904
1-Pentene,"1,5-Dimethyl-2-Pyrrolidinone",298.2,4.06,4.21,1.4011829736136412
1-Pentene,"1,5-Dimethyl-2-Pyrrolidinone",308.2,4.01,3.93,1.3887912413184778
1-Pentene,"1,5-Dimethyl-2-Pyrrolidinone",318.2,4.0,3.69,1.3862943611198906
1-Pentene,"1,5-Dimethyl-2-Pyrrolidinone",293.2,3.54,3.85,1.264126727145683
1-Pentene,1-Ethylpyrrolidin-2-One,298.2,4.07,4.27,1.4036429994545037
1-Pentene,1-Ethylpyrrolidin-2-One,308.2,3.91,3.98,1.3635373739972745
1-Pentene,1-Ethylpyrrolidin-2-One,318.2,3.74,3.74,1.3190856114264407
1-Pentene,1-Octanol,293.4,2.25,2.21,0.8109302162163288
1-Pentene,1-Octanol,303.5,2.26,2.14,0.8153648132841944
1-Pentene,1-Octanol,313.6,2.16,2.08,0.7701082216960737
1-Pentene,1-Octanol,323.4,2.12,2.01,0.7514160886839212
1-Pentene,"2,2,4-Trimethylpentane",293.2,0.99,0.95,-0.01005033585350145
1-Pentene,2-Nitropropane,293.2,3.67,3.72,1.3001916620664788
1-Pentene,2-Pyrrolidone,303.2,16.07,16.37,2.776954179749421
1-Pentene,2-Pyrrolidone,313.2,15.29,14.38,2.727199019940971
1-Pentene,2-Pyrrolidone,323.2,14.6,12.73,2.681021528714291
1-Pentene,2-Pyrrolidone,333.2,13.98,11.35,2.637627736805664
1-Pentene,Acetonitrile,293.2,13.8,10.48,2.624668592163159
1-Pentene,Acetonitrile,298.2,6.08,9.73,1.8050046959780757
1-Pentene,Acetonitrile,313.2,11.29,7.94,2.4239173781615704
1-Pentene,Acetophenone,293.2,3.68,3.64,1.3029127521808397
1-Pentene,Aniline,293.2,10.4,9.35,2.341805806147327
1-Pentene,Anisole,293.2,2.43,2.58,0.8878912573524571
1-Pentene,Benzene,293.2,1.72,1.81,0.5423242908253617
1-Pentene,Benzonitrile,293.2,3.62,3.58,1.2864740258376797
1-Pentene,Cyclohexanone,293.2,2.59,2.63,0.9516578757114463
1-Pentene,Diethyl Phthalate,303.2,2.6,2.79,0.9555114450274363
1-Pentene,Diethyl Phthalate,313.2,2.51,2.64,0.9202827531436925
1-Pentene,Diethyl Phthalate,323.2,2.46,2.5,0.9001613499442714
1-Pentene,Diethyl Phthalate,333.2,2.39,2.38,0.8712933659434193
1-Pentene,Epsilon-Caprolactone,303.2,5.85,5.96,1.766441661243765
1-Pentene,Epsilon-Caprolactone,318.2,5.62,5.21,1.7263316639055997
1-Pentene,Epsilon-Caprolactone,333.2,5.36,4.64,1.6789639750827108
1-Pentene,Ethyl Acetate,293.2,2.05,2.18,0.7178397931503168
1-Pentene,Ethyl Benzoate,313.2,1.95,2.02,0.6678293725756554
1-Pentene,Ethyl Benzoate,323.2,1.92,1.96,0.6523251860396901
1-Pentene,Ethyl Benzoate,333.2,1.9,1.9,0.6418538861723947
1-Pentene,Ethyl Benzoate,343.2,1.88,1.84,0.6312717768418578
1-Pentene,Methyl Ethyl Ketone,293.2,2.52,2.55,0.9242589015233319
1-Pentene,"N,N-Diethylacetamide",303.2,2.79,2.96,1.0260415958332743
1-Pentene,"N,N-Diethylacetamide",313.2,2.71,2.8,0.9969486348916096
1-Pentene,"N,N-Diethylacetamide",323.2,2.64,2.67,0.9707789171582248
1-Pentene,"N,N-Diethylacetamide",333.2,2.56,2.55,0.9400072584914712
1-Pentene,"N,N-Dimethylformamide",293.2,7.0,7.67,1.9459101490553132
1-Pentene,"N,N-Dimethylformamide",313.2,6.3,6.23,1.840549633397487
1-Pentene,"N,N-Dimethylformamide",333.2,5.7,5.22,1.7404661748405046
1-Pentene,N-Ethylacetamide,303.2,5.13,6.01,1.6351056591826783
1-Pentene,N-Ethylacetamide,313.2,5.06,5.74,1.6213664832993742
1-Pentene,N-Ethylacetamide,323.2,5.01,5.47,1.6114359150967734
1-Pentene,N-Ethylacetamide,333.2,4.97,5.2,1.6034198401085373
1-Pentene,heptane,293.2,0.98,0.98,-0.020202707317519466
1-Pentene,Nitrobenzene,293.2,4.49,4.05,1.501852701754163
1-Pentene,Nitroethane,293.2,5.2,5.61,1.6486586255873816
1-Pentene,N-Methylformamide,303.2,16.4,17.42,2.797281334830153
1-Pentene,N-Methylformamide,313.2,15.82,15.93,2.761274962339508
1-Pentene,N-Methylformamide,323.2,15.24,14.54,2.7239235502585
1-Pentene,N-Methylformamide,333.2,14.68,13.27,2.6864860231863696
1-Pentene,N-Octane,293.2,0.96,0.97,-0.040821994520255166
1-Pentene,Propionitrile,293.2,4.57,5.59,1.5195132049061133
1-Pentene,P-Xylene,293.2,1.24,1.32,0.2151113796169455
1-Pentene,Toluene,293.2,1.44,1.6,0.36464311358790924
1-Pentene,Tributyl Phosphate,298.6,1.27,1.2,0.23901690047049992
1-Pentene,Tributyl Phosphate,302.9,1.34,1.18,0.29266961396282004
1-Pentene,Tributyl Phosphate,308.6,1.22,1.16,0.19885085874516517
1-Pentene,Tributyl Phosphate,313.1,1.26,1.15,0.23111172096338664
1-Pentene,Tributyl Phosphate,323.7,1.17,1.12,0.1570037488096647
1-Pentene,Tributyl Phosphate,330.0,1.16,1.1,0.14842000511827322
1-Propanol,1-Butanol,313.2,1.04,0.97,0.03922071315328133
1-Propanol,1-Butanol,333.2,1.02,0.97,0.01980262729617973
1-Propanol,1-Butanol,353.2,1.02,0.97,0.01980262729617973
1-Propanol,1-Octanol,293.4,1.11,1.01,0.10436001532424286
1-Propanol,1-Octanol,298.2,1.16,1.0,0.14842000511827322
1-Propanol,1-Octanol,303.5,1.14,1.0,0.131028262406404
1-Propanol,1-Octanol,313.6,1.08,0.99,0.0769610411361284
1-Propanol,1-Octanol,323.4,1.06,0.98,0.058268908123975824
1-Propanol,"2,2,4-Trimethylpentane",328.4,14.55,16.06,2.6775909936175015
1-Propanol,"2,2,4-Trimethylpentane",348.5,11.63,10.54,2.453587966530573
1-Propanol,"2,6-Dimethylpyridine",313.2,0.76,0.6,-0.2744368457017603
1-Propanol,2-Methyl-1-Propanol,313.2,1.01,1.0,0.009950330853168092
1-Propanol,2-Methyl-2-Propanol,313.2,0.8,0.93,-0.2231435513142097
1-Propanol,Anisole,358.2,3.43,4.13,1.2325602611778486
1-Propanol,Anisole,368.2,3.18,3.78,1.1568811967920856
1-Propanol,Benzene,298.2,12.1,15.59,2.4932054526026954
1-Propanol,Benzene,313.2,10.07,11.45,2.309560706730471
1-Propanol,Butyronitrile,278.2,4.03,3.76,1.3937663759585917
1-Propanol,Butyronitrile,288.2,3.78,3.46,1.3297240096314962
1-Propanol,Butyronitrile,293.2,3.57,3.33,1.2725655957915476
1-Propanol,Butyronitrile,298.2,3.32,3.21,1.199964782928397
1-Propanol,Butyronitrile,303.2,3.2,3.1,1.1631508098056809
1-Propanol,Butyronitrile,308.2,3.1,3.0,1.1314021114911006
1-Propanol,Butyronitrile,313.2,2.94,2.9,1.0784095813505903
1-Propanol,Butyronitrile,323.2,2.81,2.73,1.0331844833456545
1-Propanol,Carbon Tetrachloride,314.9,15.93,14.7,2.768204123921957
1-Propanol,Carbon Tetrachloride,327.0,11.9,11.48,2.4765384001174837
1-Propanol,Carbon Tetrachloride,338.9,8.82,9.28,2.1770218700187
1-Propanol,Carbon Tetrachloride,344.4,8.78,8.48,2.172476407647025
1-Propanol,Diethyl Phthalate,303.2,2.82,2.35,1.0367368849500223
1-Propanol,Diethyl Phthalate,313.2,2.54,2.2,0.9321640810304452
1-Propanol,Diethyl Phthalate,323.2,2.34,2.07,0.85015092936961
1-Propanol,Diethyl Phthalate,333.2,2.14,1.96,0.7608058290337602
1-Propanol,Dimethyl Carbonate,313.2,4.73,4.64,1.5539252025038417
1-Propanol,Di-N-Propyl Ether,278.2,6.25,7.88,1.8325814637483102
1-Propanol,Di-N-Propyl Ether,288.2,5.68,6.61,1.7369512327330598
1-Propanol,Di-N-Propyl Ether,293.2,5.43,6.1,1.691939133945844
1-Propanol,Di-N-Propyl Ether,298.2,5.23,5.65,1.6544112780768316
1-Propanol,Di-N-Propyl Ether,303.2,5.16,5.26,1.6409365794934714
1-Propanol,Di-N-Propyl Ether,308.2,4.76,4.91,1.5602476682433286
1-Propanol,Di-N-Propyl Ether,313.2,4.69,4.61,1.545432582458188
1-Propanol,Di-N-Propyl Ether,323.2,4.28,4.09,1.4539530095937054
1-Propanol,Epsilon-Caprolactone,303.2,2.1,1.68,0.7419373447293773
1-Propanol,Epsilon-Caprolactone,318.2,1.89,1.64,0.636576829071551
1-Propanol,Epsilon-Caprolactone,333.2,1.67,1.61,0.5128236264286637
1-Propanol,Ethanol,313.2,1.02,1.03,0.01980262729617973
1-Propanol,Ethylene Glycol Ethyl Ether,313.2,1.14,1.05,0.131028262406404
1-Propanol,Glutaronitrile,303.2,5.46,5.65,1.6974487897568136
1-Propanol,Glutaronitrile,313.2,4.8,5.14,1.5686159179138452
1-Propanol,Glutaronitrile,323.2,4.31,4.71,1.4609379041156563
1-Propanol,Glutaronitrile,333.2,3.9,4.35,1.3609765531356006
1-Propanol,Methanol,313.2,1.13,1.21,0.12221763272424911
1-Propanol,Methanol,333.2,1.12,1.18,0.11332868530700327
1-Propanol,"N,N-Dimethylformamide",313.2,0.8,0.57,-0.2231435513142097
1-Propanol,N-Decane,293.2,46.2,41.54,3.832979798087693
1-Propanol,N-Dodecane,293.2,44.4,40.16,3.7932394694381792
1-Propanol,N-Formylmorpholine,323.2,1.56,1.43,0.44468582126144574
1-Propanol,N-Formylmorpholine,342.8,1.46,1.38,0.37843643572024505
1-Propanol,heptane,303.2,30.79,31.94,3.427189961936409
1-Propanol,heptane,313.2,25.68,23.91,3.2457124788217606
1-Propanol,heptane,323.2,20.5,18.47,3.0204248861443626
1-Propanol,heptane,333.2,16.49,14.66,2.8027541365715076
1-Propanol,heptane,333.2,15.96,14.66,2.7700855920216627
1-Propanol,heptane,353.2,8.95,9.87,2.191653532286764
1-Propanol,N-Hexadecane,293.2,37.7,37.1,3.629660094453965
1-Propanol,N-Hexadecane,298.2,31.55,31.21,3.4515735889872223
1-Propanol,N-Hexane,301.0,39.0,35.02,3.6635616461296463
1-Propanol,N-Hexane,315.3,26.1,23.17,3.261935314328648
1-Propanol,N-Hexane,331.8,16.6,15.52,2.8094026953624978
1-Propanol,N-Hexane,340.1,13.7,13.02,2.617395832834079
1-Propanol,N-Methyl-2-Pyrrolidone,354.2,0.3,0.35,-1.2039728043259361
1-Propanol,N-Octane,293.2,48.0,43.27,3.871201010907891
1-Propanol,N-Octane,358.2,9.58,8.8,2.259677591982769
1-Propanol,N-Octane,363.2,8.78,8.1,2.172476407647025
1-Propanol,N-Tetradecane,293.2,38.9,38.54,3.6609942506244004
1-Propanol,P-Xylene,313.2,9.99,12.6,2.301584592660462
1-Propanol,Pyridine,313.2,1.08,0.76,0.0769610411361284
1-Propanol,Toluene,293.2,15.9,17.47,2.766319109226186
1-Propanol,Toluene,303.2,13.7,13.87,2.617395832834079
1-Propanol,Toluene,313.2,11.4,11.29,2.4336133554004498
1-Propanol,Toluene,323.2,9.9,9.39,2.2925347571405443
1-Propanol,Tributyl Phosphate,298.6,0.47,0.3,-0.7550225842780328
1-Propanol,Tributyl Phosphate,302.9,0.47,0.31,-0.7550225842780328
1-Propanol,Tributyl Phosphate,308.6,0.47,0.32,-0.7550225842780328
1-Propanol,Tributyl Phosphate,313.1,0.47,0.33,-0.7550225842780328
1-Propanol,Tributyl Phosphate,323.7,0.43,0.34,-0.843970070294529
1-Propanol,Tributyl Phosphate,330.0,0.41,0.35,-0.8915981192837836
"2,2,4-Trimethylpentane","1,2-Dichloroethane",343.5,3.43,4.83,1.2325602611778486
"2,2,4-Trimethylpentane",1-Propanol,308.2,7.7,9.44,2.0412203288596382
"2,2,4-Trimethylpentane",1-Propanol,328.4,7.14,8.57,1.965712776351493
"2,2,4-Trimethylpentane",1-Propanol,348.5,6.56,7.6,1.8809906029559975
"2,2,4-Trimethylpentane",Acetonitrile,293.2,82.43,55.32,4.411949448325136
"2,2,4-Trimethylpentane",Acetonitrile,298.2,32.4,48.26,3.4781584227982836
"2,2,4-Trimethylpentane",Acetonitrile,313.2,52.75,33.13,3.965563772356176
"2,2,4-Trimethylpentane",Aniline,293.2,39.43,56.45,3.674526947889536
"2,2,4-Trimethylpentane",Aniline,293.2,39.4,56.45,3.673765816303888
"2,2,4-Trimethylpentane",Benzene,313.2,2.26,2.71,0.8153648132841944
"2,2,4-Trimethylpentane",Ethanol,296.7,14.0,18.28,2.6390573296152584
"2,2,4-Trimethylpentane",Ethanol,318.7,12.9,16.26,2.5572273113676265
"2,2,4-Trimethylpentane",Ethanol,333.2,12.13,14.64,2.495681722955959
"2,2,4-Trimethylpentane",Ethanol,337.0,12.2,14.21,2.501435951739211
"2,2,4-Trimethylpentane",Ethanol,353.2,11.9,12.41,2.4765384001174837
"2,2,4-Trimethylpentane",Isopropanol,308.2,7.48,7.78,2.012232791986386
"2,2,4-Trimethylpentane",Methyl Ethyl Ketone,293.2,4.79,5.65,1.5665304114228238
"2,2,4-Trimethylpentane",Methyl Ethyl Ketone,313.2,4.18,4.71,1.430311246536665
"2,2,4-Trimethylpentane",Methyl Isobutyl Ketone,328.2,2.7,2.87,0.9932517730102834
"2,2,4-Trimethylpentane",Methyl Isobutyl Ketone,348.2,2.38,2.61,0.8671004876833833
"2,2,4-Trimethylpentane",Methyl Isobutyl Ketone,388.2,1.93,2.23,0.6575200029167941
"2,2,4-Trimethylpentane",N-Formylmorpholine,313.3,48.2,75.77,3.8753590210565547
"2,2,4-Trimethylpentane",N-Formylmorpholine,332.7,36.0,51.01,3.58351893845611
"2,2,4-Trimethylpentane",N-Formylmorpholine,352.5,30.7,35.9,3.4242626545931514
"2,2,4-Trimethylpentane",N-Formylmorpholine,373.4,24.4,26.01,3.1945831322991562
"2,2,4-Trimethylpentane",Nitrobenzene,293.2,11.8,14.74,2.468099531471619
"2,2,4-Trimethylpentane",N-Methyl-2-Pyrrolidone,323.4,17.9,24.13,2.884800712846709
